word,meaning,proposed_domain,confidence,reason
"cosset","宠爱， | 宠爱","economy","0.2","keyword rule did not produce a confident match"
"insularity","岛国； 与外界隔绝的生活状况； 褊狭","control","0.2","keyword rule did not produce a confident match"
"retaliate","报复， 反击； 复仇 | 报复 | v.报复，反击","state","0.2","keyword rule did not produce a confident match"
"extol","赞颂， 赞美， 颂扬 | 赞美， 颂扬 | 赞美","control","0.2","keyword rule did not produce a confident match"
"repack","重新包装； 重新填塞； 再装配； 拆修","judgment","0.2","keyword rule did not produce a confident match"
"subliminal","下意识的， 潜意识的","control","0.2","keyword rule did not produce a confident match"
"exhaustive","包揽无遗的， 彻底的， 详尽的 | 详尽的， 无遗漏的， 彻底的","relation","0.2","keyword rule did not produce a confident match"
"elicitation","引出， 诱出","economy","0.2","keyword rule did not produce a confident match"
"microcosm","微观世界； 缩影","cognition","0.2","keyword rule did not produce a confident match"
"lexicographer","词典编纂者","economy","0.2","keyword rule did not produce a confident match"
"stockpile","〔物资的大量〕储备 | 贮存，积聚〔物资、武器等〕","relation","0.2","keyword rule did not produce a confident match"
"briefly","暂时地； 简要地","action","0.2","keyword rule did not produce a confident match"
"embezzlement","贪污， 盗用","relation","0.2","keyword rule did not produce a confident match"
"antiquated","陈旧的， 过时的； 废弃的 | 古老的，过时的","control","0.2","keyword rule did not produce a confident match"
"roll film","[感光] 胶卷","economy","0.2","keyword rule did not produce a confident match"
"begrimed","污秽的","change","0.2","keyword rule did not produce a confident match"
"alluvial","【地】冲积的，淤积的 | 冲积土， 淤积土","judgment","0.2","keyword rule did not produce a confident match"
"fumes","烟， 气， 汽","control","0.2","keyword rule did not produce a confident match"
"allure","诱惑， 吸引","economy","0.2","keyword rule did not produce a confident match"
"stringent","严格的， 苛刻的； 紧缩的， 短缺的， 银根紧的； 迫切的 | 严厉的； 迫切的 | a.(规定)严格的，苛刻的；缺钱的","judgment","0.2","keyword rule did not produce a confident match"
"trivialize","使显得不重要， 轻视， 淡化 | 使显得琐碎； 轻视","quantity","0.2","keyword rule did not produce a confident match"
"incongruity","不和谐， 不相称； 不协调或不一致的事物 | 不一致， 不和谐","quantity","0.2","keyword rule did not produce a confident match"
"autocratic","独裁的， 专制的","change","0.2","keyword rule did not produce a confident match"
"arthritis","关节炎","relation","0.2","keyword rule did not produce a confident match"
"overfill","装得太多， 装到满溢","change","0.2","keyword rule did not produce a confident match"
"camouflage","掩饰， 伪装","cognition","0.2","keyword rule did not produce a confident match"
"enslave","奴役， 征服， 使受控制 | 奴役","judgment","0.2","keyword rule did not produce a confident match"
"centennial","百年纪念","expression","0.2","keyword rule did not produce a confident match"
"episodic","偶然发生的， 不定期的； 由许多片段组成的， 松散的 | 片段的，断断续续的","society","0.2","keyword rule did not produce a confident match"
"ion","离子","relation","0.2","keyword rule did not produce a confident match"
"geological","地质的， 地质学的","relation","0.2","keyword rule did not produce a confident match"
"probation","缓刑； 试用； 试用期 | 试用； 见习； 鉴定， 检验； 缓刑 | 试用；缓刑；查验","relation","0.2","keyword rule did not produce a confident match"
"uncertainty","犹豫， 迟疑； 不确定； 无把握","judgment","0.2","keyword rule did not produce a confident match"
"ornamental","装饰性的， 装饰的 | 装饰性的，装饰用的 | 装饰物","action","0.2","keyword rule did not produce a confident match"
"prowess","杰出的才能， 高超的技艺， 专长， 造诣 | 英勇； 非凡的能力 | n.勇敢；不凡的能力","state","0.2","keyword rule did not produce a confident match"
"begrudge","对…感到不满； 嫉妒； 勉强做， 不乐意地做 | 羡慕； 舍不得给","economy","0.2","keyword rule did not produce a confident match"
"treatise","论文； 专著 | 论文； 论述","expression","0.2","keyword rule did not produce a confident match"
"vegetarian","素食者的 | 素食者","judgment","0.2","keyword rule did not produce a confident match"
"resilience","弹性， 弹力； 复原力； 适应性； 乐观的性情 | 弹力， 弹性； 复原力； 适应力 | 弹回， 有弹力， 恢复力","change","0.2","keyword rule did not produce a confident match"
"aerospace","宇宙空间； 航空航天技术","quantity","0.2","keyword rule did not produce a confident match"
"pulley","滑轮； 滑车 | 滑轮","state","0.2","keyword rule did not produce a confident match"
"congestion","拥挤， 充塞； 充血","expression","0.2","keyword rule did not produce a confident match"
"townscape","市镇风光","society","0.2","keyword rule did not produce a confident match"
"insecure","不安全的， 不可靠的","time","0.2","keyword rule did not produce a confident match"
"overgraze","过度放牧","economy","0.2","keyword rule did not produce a confident match"
"exhaustible","可耗尽的， 会枯竭的","judgment","0.2","keyword rule did not produce a confident match"
"benevolent","善心的， 仁心的 | 慈善的； 善心的 | 慈善的","judgment","0.2","keyword rule did not produce a confident match"
"scamper","奔跑， 快跑","change","0.2","keyword rule did not produce a confident match"
"periphery","不重要的部分； 外围 | 外围， 边缘","cognition","0.2","keyword rule did not produce a confident match"
"judicious","明智的； 有见识的 | 明智的； 审慎的 | a.有判断力的；明智的","change","0.2","keyword rule did not produce a confident match"
"incongruous","不协调的， 不一致的； 不适宜的 | 不调和的； 不适宜的","cognition","0.2","keyword rule did not produce a confident match"
"frock","上衣； 连衣裙","action","0.2","keyword rule did not produce a confident match"
"scuffle","扭打， 混战","cognition","0.2","keyword rule did not produce a confident match"
"urbanization","城市化， 都市化 | 都市化","judgment","0.2","keyword rule did not produce a confident match"
"unobtrusive","不显著的， 不引人注目的； 不张扬的","time","0.2","keyword rule did not produce a confident match"
"finale","终曲； 终场 | n.最后，最终；乐曲的最后部分 | 终场，结局：closing part","quantity","0.2","keyword rule did not produce a confident match"
"sediment","沉淀物， 沉积物","action","0.2","keyword rule did not produce a confident match"
"hybrid","杂交产生的； 混合的， 合成的 | 杂交生成的生物体，杂交植物；杂种，混血儿；混合物，合成物 | 杂交产生的；混合的，合成的","judgment","0.2","keyword rule did not produce a confident match"
"outsell","卖得比…多","society","0.2","keyword rule did not produce a confident match"
"encase","装入， 包住 | 包住","quantity","0.2","keyword rule did not produce a confident match"
"turbid","混浊的； 紊乱的 | 混浊的","relation","0.2","keyword rule did not produce a confident match"
"irresistible","无法抵抗的， 不能压制的； 不能自已的 | 无法抗拒的， 诱人的； 不能自已的","expression","0.2","keyword rule did not produce a confident match"
"reinvigorate","使重新振作； 使恢复活力","quantity","0.2","keyword rule did not produce a confident match"
"shin","爬 | 胫，胫部，胫骨","relation","0.2","keyword rule did not produce a confident match"
"waterfront","滨水路， 滨水区， 码头区","society","0.2","keyword rule did not produce a confident match"
"photography","摄影术， 摄影 | 照相术","action","0.2","keyword rule did not produce a confident match"
"inspiring","鼓舞人心的； 启发灵感的 | 灌输的； 鼓舞的","state","0.2","keyword rule did not produce a confident match"
"materialistic","唯物主义的； 物质享乐主义的， 贪图享乐的","state","0.2","keyword rule did not produce a confident match"
"crater","火山口； 坑","action","0.2","keyword rule did not produce a confident match"
"overexploit","过度开采","action","0.2","keyword rule did not produce a confident match"
"modish","流行的， 时髦的","society","0.2","keyword rule did not produce a confident match"
"astray","迷路地； 误入歧途地","cognition","0.2","keyword rule did not produce a confident match"
"truce","休战 | n.停战，休战(协定) | 休战，休战协定：suspension fighting","state","0.2","keyword rule did not produce a confident match"
"mantle","披风，斗篷；覆盖物；纱罩；【解】外层；包膜；外表；槽；【地】地幔 | 用斗篷盖； 覆盖 | 覆盖物； 披风， 斗篷； 纱罩； 【地】地幔","action","0.2","keyword rule did not produce a confident match"
"grimy","积满污垢的， 肮脏的 | 污秽的 | 肮脏的","cognition","0.2","keyword rule did not produce a confident match"
"tribal","部落的， 部族的； 集团意识强的 | 部落的， 宗族的； 种族的","relation","0.2","keyword rule did not produce a confident match"
"hectare","公顷","cognition","0.2","keyword rule did not produce a confident match"
"acrobatic","杂技的； 杂技般的； 杂技演员的","cognition","0.2","keyword rule did not produce a confident match"
"underpin","加固…的基础； 加强， 巩固 | 巩固；支持；从下面支撑；加强…的基础","action","0.2","keyword rule did not produce a confident match"
"burrow","挖掘，钻进；翻寻 | 地洞 | 挖掘，挖地洞；寻找，","expression","0.2","keyword rule did not produce a confident match"
"dizziness","头昏眼花， 眩晕","quantity","0.2","keyword rule did not produce a confident match"
"invasive","侵略的， 入侵的； 侵袭的， 扩散的； 切入的， 开刀的 | 侵入的， 侵略的； 开刀的","action","0.2","keyword rule did not produce a confident match"
"niggle","拘泥小节； 挑剔， 吹毛求疵； 为小事操心； 不断地烦扰","judgment","0.2","keyword rule did not produce a confident match"
"smother","厚厚地覆盖； 窒息； 把闷熄 | 使窒息而死； 厚厚地覆盖； 抑制， 扼杀； 把闷熄 | v.覆盖；(使)闷死","relation","0.2","keyword rule did not produce a confident match"
"hassle","困难， 麻烦； 分歧， 争论","control","0.2","keyword rule did not produce a confident match"
"vile","糟糕透顶的， 可恶的； 恶劣的， 卑鄙的 | 卑鄙的， 可耻的， 恶劣的； 坏透的 | a.恶劣的，卑鄙的","cognition","0.2","keyword rule did not produce a confident match"
"consolation","安慰； 慰问","action","0.2","keyword rule did not produce a confident match"
"foreland","前沿地； 岬角","change","0.2","keyword rule did not produce a confident match"
"speculation","推测， 思索； 投机活动， 投机买卖","change","0.2","keyword rule did not produce a confident match"
"suicidal","自杀的； 有自杀倾向的","judgment","0.2","keyword rule did not produce a confident match"
"resit","重修， 补考","quantity","0.2","keyword rule did not produce a confident match"
"overlie","躺在…上面； 置于…上面","relation","0.2","keyword rule did not produce a confident match"
"climatic","气候的","time","0.2","keyword rule did not produce a confident match"
"stuffy","不透气的， 不新鲜的， 不通风的； 乏味的","expression","0.2","keyword rule did not produce a confident match"
"mentor","导师； 顾问， 指导者 | 教导，指导","expression","0.2","keyword rule did not produce a confident match"
"canoe","独木舟","relation","0.2","keyword rule did not produce a confident match"
"guinea","几尼","economy","0.2","keyword rule did not produce a confident match"
"loath","不情愿的， 勉强的","society","0.2","keyword rule did not produce a confident match"
"vernacular","本国语的 | 本国话；方言；土语；民间风格 | 方言； 本地话","state","0.2","keyword rule did not produce a confident match"
"onslaught","猛攻， 猛袭 | 冲击； 攻击， 猛攻","economy","0.2","keyword rule did not produce a confident match"
"miscellaneous","各种各样的； 混杂的 | 混杂的，各种各样的；多方面的，多才多艺的","control","0.2","keyword rule did not produce a confident match"
"symbolism","符号的使用； 象征主义， 象征手法","state","0.2","keyword rule did not produce a confident match"
"jeopardise","危害， 使受危困","judgment","0.2","keyword rule did not produce a confident match"
"turret","塔楼， 角楼","judgment","0.2","keyword rule did not produce a confident match"
"disillusion","使醒悟 | 觉醒； 幻灭","quantity","0.2","keyword rule did not produce a confident match"
"harridan","凶恶的老妇； 老巫婆","expression","0.2","keyword rule did not produce a confident match"
"utilisation","利用","action","0.2","keyword rule did not produce a confident match"
"easy-going","脾气随和的， 心平气和的； 随便的","change","0.2","keyword rule did not produce a confident match"
"elusive","难懂的， 难捉摸的； 易忘的 | 难以理解的， 难懂的； 难捕捉的； 逃避的 | 逃避的； 难懂的， 难捉摸的","economy","0.2","keyword rule did not produce a confident match"
"lull","间歇， 暂停； 平静期 | n.活动的暂停；v.使平静 | 相对平静时期，间隙：momentary halt；使镇静，使安心：free from distress","economy","0.2","keyword rule did not produce a confident match"
"unsanitary","不卫生的","time","0.2","keyword rule did not produce a confident match"
"congested","拥挤不堪的； 充塞的","society","0.2","keyword rule did not produce a confident match"
"abhorrent","可恶的， 可恨的 | 可恶的","action","0.2","keyword rule did not produce a confident match"
"handicapped","残废的， 有生理缺陷的","economy","0.2","keyword rule did not produce a confident match"
"optic","光学仪器","change","0.2","keyword rule did not produce a confident match"
"biometrics","生物测定学","action","0.2","keyword rule did not produce a confident match"
"irrevocable","无法取消的， 不能改变的 | 不能取消的 | 不可改变的；不能取消的；不能挽回的","relation","0.2","keyword rule did not produce a confident match"
"breakwater","防浪堤","society","0.2","keyword rule did not produce a confident match"
"decouple","减弱， 减少","economy","0.2","keyword rule did not produce a confident match"
"helix","螺旋， 螺旋结构 | 螺旋","time","0.2","keyword rule did not produce a confident match"
"novice","生手， 新手； 初学者； 新信徒， 初学修士 | 生手， 新手； 新信徒 | n.生手，新手","society","0.2","keyword rule did not produce a confident match"
"incoming","进来的 | 引入的；新任的；正来临的，刚收到的 | 进来，到来；","cognition","0.2","keyword rule did not produce a confident match"
"peripheral","外围的；次要的，附带的 | 外围设备 | 不重要的； 外围的","cognition","0.2","keyword rule did not produce a confident match"
"apportion","分派， 分配 | 分配； 分派","control","0.2","keyword rule did not produce a confident match"
"decrepit","破旧的； 衰老的 | 衰老的 | 虚弱的，衰老的，破旧的","society","0.2","keyword rule did not produce a confident match"
"reconstruction","重建； 再现 | 复兴； 改造， 再建","relation","0.2","keyword rule did not produce a confident match"
"refectory","餐厅， 食堂","state","0.2","keyword rule did not produce a confident match"
"adjunct","附加物， 附件； 附加语， 修饰语","expression","0.2","keyword rule did not produce a confident match"
"altruistic","无私的， 为他人着想的 | 利他的， 无私心的， 为他人着想的 | 利他的， 无私心的","cognition","0.2","keyword rule did not produce a confident match"
"alchemist","炼金术士","judgment","0.2","keyword rule did not produce a confident match"
"unrealistic","不现实的， 不切实际的","quantity","0.2","keyword rule did not produce a confident match"
"asthma","哮喘症 | 哮喘","relation","0.2","keyword rule did not produce a confident match"
"enhancer","增强剂； 放大器","society","0.2","keyword rule did not produce a confident match"
"sizeable","相当大的","state","0.2","keyword rule did not produce a confident match"
"untrustworthy","不值得信任的， 靠不住的","relation","0.2","keyword rule did not produce a confident match"
"silt","阻塞 | 淤泥","cognition","0.2","keyword rule did not produce a confident match"
"afield","在野外， 在田中； 在战场上； 离乡背井地； 到远方， 在远处","expression","0.2","keyword rule did not produce a confident match"
"discerning","有识别力的， 眼光敏锐的","judgment","0.2","keyword rule did not produce a confident match"
"neoclassical","新古典主义的","action","0.2","keyword rule did not produce a confident match"
"mortality","死亡率","expression","0.2","keyword rule did not produce a confident match"
"regurgitate","涌回， 流回； 【动】 反胃， 将返回到口中， 反刍","quantity","0.2","keyword rule did not produce a confident match"
"variant","不同的 | 变量； 变体 | 不同的， 变异的","expression","0.2","keyword rule did not produce a confident match"
"despoil","抢夺， 掠夺； 蹂躏， 破坏 | 夺取， 掠夺； 蹂躏 | 剥夺； 掠夺","society","0.2","keyword rule did not produce a confident match"
"divisional","部门的","judgment","0.2","keyword rule did not produce a confident match"
"trimester","三月期； 学期","state","0.2","keyword rule did not produce a confident match"
"wheelchair","轮椅","society","0.2","keyword rule did not produce a confident match"
"decompose","分解， 腐烂 | 分解； 腐烂","quantity","0.2","keyword rule did not produce a confident match"
"graphology","笔迹学， 笔相学","control","0.2","keyword rule did not produce a confident match"
"mediocre","平庸的， 平凡的 | 平凡的 | a.平庸的，平凡的","cognition","0.2","keyword rule did not produce a confident match"
"commencement","开始， 开端； 毕业典礼 | 开始； 毕业典礼 | 开始；毕业典礼","change","0.2","keyword rule did not produce a confident match"
"gullibly","轻信地， 易受欺骗地","control","0.2","keyword rule did not produce a confident match"
"dissemination","散布， 传播","state","0.2","keyword rule did not produce a confident match"
"tighten","变紧； 使更加严格， 加强 | 变紧；使变紧","quantity","0.2","keyword rule did not produce a confident match"
"plagiarism","剽窃， 抄袭； 剽窃物","economy","0.2","keyword rule did not produce a confident match"
"victimise","受害， 迫害","expression","0.2","keyword rule did not produce a confident match"
"in vain","徒然；无效","action","0.2","keyword rule did not produce a confident match"
"pervasive","遍布的， 弥漫的 | 普遍深入的； 遍及的， 弥漫的 | 弥漫的； 广泛存在的， 普遍的","economy","0.2","keyword rule did not produce a confident match"
"spasmodic","痉挛的； 间歇性的","change","0.2","keyword rule did not produce a confident match"
"seasonal","季节性的， 随季节而变化的； 节令性的 | 季节的；周期性的；依照季节的","relation","0.2","keyword rule did not produce a confident match"
"wean","断奶， 戒掉 | 使断奶； 使丢弃， 使断念","state","0.2","keyword rule did not produce a confident match"
"disrespectful","失礼的， 无礼的","expression","0.2","keyword rule did not produce a confident match"
"brazen","黄铜制的， 黄铜色的； 厚颜无耻的 | 蛮横大胆的，厚颜无耻的；大胆自信地去面对或从事","judgment","0.2","keyword rule did not produce a confident match"
"picturesque","美丽如画的； 生动的 | 如画的； 别致的； 生动的","time","0.2","keyword rule did not produce a confident match"
"glacial","冰期的； 冰川的； 寒冷的， 冰冷的； 冷若冰霜的 | 冰川期的， 冰河时代的； 寒冷的， 冰冷的； 冷若冰霜的 | 冰冷的； 冰的， 冰状的","economy","0.2","keyword rule did not produce a confident match"
"fauna","所有动物 | 动物群","state","0.2","keyword rule did not produce a confident match"
"foetus","胎儿； 胚胎","relation","0.2","keyword rule did not produce a confident match"
"tab","标签","quantity","0.2","keyword rule did not produce a confident match"
"campfire","营火","quantity","0.2","keyword rule did not produce a confident match"
"regent","摄政者","economy","0.2","keyword rule did not produce a confident match"
"instinctual","本能的","time","0.2","keyword rule did not produce a confident match"
"informant","提供消息或情报的人， 线人； 提供资料的人 | 提供消息或情报的人， 线人； 提供资料的人； 合作者","relation","0.2","keyword rule did not produce a confident match"
"barbaric","野蛮的， 粗鲁的； 残暴的， 残忍的； 原始部落的","judgment","0.2","keyword rule did not produce a confident match"
"painstaking","需细心的，辛苦的，煞费苦心的；勤勉的；刻苦的 | 辛苦； 勤勉； 刻苦 | 煞费苦心的， 勤勉的","expression","0.2","keyword rule did not produce a confident match"
"glacier","冰川， 冰河","state","0.2","keyword rule did not produce a confident match"
"earthworm","蚯蚓； 小人 | 蚯蚓","expression","0.2","keyword rule did not produce a confident match"
"recline","向后倚靠， 斜倚 | 向后靠， 斜倚","judgment","0.2","keyword rule did not produce a confident match"
"supplant","取代， 代替 | 排挤掉， 代替 | v.排挤，取代","quantity","0.2","keyword rule did not produce a confident match"
"twinkling","闪光的 | 瞬间，一眨眼","quantity","0.2","keyword rule did not produce a confident match"
"corporeal","肉体的， 身体的； 物质的； 实体的 | 肉体的；有形的，实体的","state","0.2","keyword rule did not produce a confident match"
"legible","清楚的； 易读的 | 清楚的， 易读的","control","0.2","keyword rule did not produce a confident match"
"cardiac","心脏的； 心脏病的 | 心脏的","change","0.2","keyword rule did not produce a confident match"
"ageism","年龄歧视","judgment","0.2","keyword rule did not produce a confident match"
"luminosity","亮度， 发光度； 光明","expression","0.2","keyword rule did not produce a confident match"
"stature","身材， 身高； 地位， 声望， 名望 | 身高， 身材 | 高度，身高；才干，水平","society","0.2","keyword rule did not produce a confident match"
"plasma","血浆； 等离子体 | 等离子体","relation","0.2","keyword rule did not produce a confident match"
"choreograph","设计舞蹈动作， 编舞","judgment","0.2","keyword rule did not produce a confident match"
"nonverbal","非语言的","state","0.2","keyword rule did not produce a confident match"
"erratic","古怪的， 反复无常的； 不规则的； 不稳定的 | 不规律的； 不稳定的 | a.反复无常的；古怪的","relation","0.2","keyword rule did not produce a confident match"
"capillary","毛状的； 毛细血管的","expression","0.2","keyword rule did not produce a confident match"
"deform","变形","expression","0.2","keyword rule did not produce a confident match"
"informative","提供消息的， 给予知识的； 见闻广博的","cognition","0.2","keyword rule did not produce a confident match"
"tectonic","地壳构造的","action","0.2","keyword rule did not produce a confident match"
"elasticity","弹力； 弹性 | 弹性","change","0.2","keyword rule did not produce a confident match"
"aboriginal","原始的；土著的，土生土长的 | 土著 | 土著的，原始的","control","0.2","keyword rule did not produce a confident match"
"verifiable","可证实的， 可核实的 | 可证实的","action","0.2","keyword rule did not produce a confident match"
"comprehensible","可理解的， 能懂的， 能充分理解的 | 可理解的， 易于了解的","cognition","0.2","keyword rule did not produce a confident match"
"cartilage","软骨 | 【解】 软骨","control","0.2","keyword rule did not produce a confident match"
"snide","伪造的； 不诚实的； 讽刺的， 挖苦的， 含沙射影的","change","0.2","keyword rule did not produce a confident match"
"penmanship","书法","state","0.2","keyword rule did not produce a confident match"
"tundra","苔原， 冻原， 冻土地带 | 苔原； 冻土地带","judgment","0.2","keyword rule did not produce a confident match"
"chilly","寒冷的； 冷淡的， 不友好的 | 寒冷的； 冷淡的","economy","0.2","keyword rule did not produce a confident match"
"flagellum","[昆] 鞭毛；鞭子；鞭状匍匐枝","action","0.2","keyword rule did not produce a confident match"
"rhinoceros","犀牛","control","0.2","keyword rule did not produce a confident match"
"mottled","有杂色的， 斑驳的","action","0.2","keyword rule did not produce a confident match"
"morphology","形态学， 形态论","cognition","0.2","keyword rule did not produce a confident match"
"seismograph","地震仪， 测震仪","time","0.2","keyword rule did not produce a confident match"
"angular","有角的， 尖角的； 消瘦的， 瘦骨嶙峋的","relation","0.2","keyword rule did not produce a confident match"
"podium","讲坛， 讲台； 指挥台","judgment","0.2","keyword rule did not produce a confident match"
"microscopic","用显微镜可见的； 极小的","change","0.2","keyword rule did not produce a confident match"
"homage","尊敬， 敬意 | 敬意 | n.效忠，崇敬","expression","0.2","keyword rule did not produce a confident match"
"penicillin","青霉素， 盘尼西林","state","0.2","keyword rule did not produce a confident match"
"mandatory","强制的，法定的，义务的； 受托人； 代理人 | 命令的； 委托的 | a.命令的，强迫的","change","0.2","keyword rule did not produce a confident match"
"hypertext","超文本","economy","0.2","keyword rule did not produce a confident match"
"newsprint","新闻纸","judgment","0.2","keyword rule did not produce a confident match"
"harmonic","泛音；","economy","0.2","keyword rule did not produce a confident match"
"oceanographer","海洋学者","judgment","0.2","keyword rule did not produce a confident match"
"officious","爱发号施令的， 爱指手画脚的 | 多管闲事的","state","0.2","keyword rule did not produce a confident match"
"unaided","未受协助的， 独立的","time","0.2","keyword rule did not produce a confident match"
"pliant","柔软的； 温顺的； 易受影响的 | 易弯曲的；顺从的","cognition","0.2","keyword rule did not produce a confident match"
"revere","尊敬， 敬畏 | 尊敬， 敬畏， 崇敬 | v.尊敬","expression","0.2","keyword rule did not produce a confident match"
"sneaky","偷偷摸摸的， 鬼鬼祟祟的","change","0.2","keyword rule did not produce a confident match"
"pernicious","有害的， 恶性的 | 有害的， 有毒的 | a.有害的，致命的","economy","0.2","keyword rule did not produce a confident match"
"revert","恢复； 归还， 归属 | 回复， 回返 | 回复；重提；返祖遗传；归还","control","0.2","keyword rule did not produce a confident match"
"cohabitation","同居， 同住","economy","0.2","keyword rule did not produce a confident match"
"idyllic","田园诗般的， 田园风光的， 牧歌的","relation","0.2","keyword rule did not produce a confident match"
"speckle","弄上斑点；点缀 | 斑点； 色斑","quantity","0.2","keyword rule did not produce a confident match"
"emanate","散发； 表现， 显示 | 流出， 发出； 发散， 放射","quantity","0.2","keyword rule did not produce a confident match"
"flux","变迁， 不断的变动 | 流， 流出， 流动； 涨潮； 变迁","change","0.2","keyword rule did not produce a confident match"
"crescent","新月形的；逐渐增强的 | 新月； 新月形， 月牙形","change","0.2","keyword rule did not produce a confident match"
"clamor","吵闹， 喧哗 | v./n.吵闹，喧哗 | 喧闹；喧哗，噪声：loud, inharmonious","relation","0.2","keyword rule did not produce a confident match"
"foment","煽动， 挑起， 激起 | 煽动 | 助长，煽动","expression","0.2","keyword rule did not produce a confident match"
"attire","穿着，服饰 | 给…穿衣， 打扮","expression","0.2","keyword rule did not produce a confident match"
"neuron","神经元， 神经细胞 | 神经元","change","0.2","keyword rule did not produce a confident match"
"incubate","孵化； 培育； 潜伏 | 孵化；帮助，培养，促进","change","0.2","keyword rule did not produce a confident match"
"homing","有返回原地本能的","judgment","0.2","keyword rule did not produce a confident match"
"picky","挑剔的， 难以取悦的","control","0.2","keyword rule did not produce a confident match"
"crustacean","甲壳类的 | 甲壳类动物","economy","0.2","keyword rule did not produce a confident match"
"untapped","未开发的， 未使用的 | 未开发的；未使用的；塞子未开的","expression","0.2","keyword rule did not produce a confident match"
"effluent","流出物， 废水， 污水","action","0.2","keyword rule did not produce a confident match"
"untamed","未驯服的， 难驾驭的","judgment","0.2","keyword rule did not produce a confident match"
"ardent","热心的， 热情洋溢的 | 热心的， 热情洋溢的； 激烈的， 燃烧般的","relation","0.2","keyword rule did not produce a confident match"
"cohesive","黏着的； 使凝结的， 使内聚的 | 黏着的， 黏合性的 | a.凝聚的","relation","0.2","keyword rule did not produce a confident match"
"irreverent","不敬的","relation","0.2","keyword rule did not produce a confident match"
"biochemical","生物化学的， 生化的","society","0.2","keyword rule did not produce a confident match"
"contour","等高线； 轮廓 | 轮廓； 周线","time","0.2","keyword rule did not produce a confident match"
"suborn","收买， 买通， 唆使","action","0.2","keyword rule did not produce a confident match"
"ordinal","序数的；顺序的 | 序数词","expression","0.2","keyword rule did not produce a confident match"
"mellow","醇香的；柔和的；成熟的 | 醇香； 柔和； 成熟","society","0.2","keyword rule did not produce a confident match"
"salamander","火蜥蜴； 火蛇 | 蝾螈","control","0.2","keyword rule did not produce a confident match"
"perceptual","感知的， 知觉的","economy","0.2","keyword rule did not produce a confident match"
"furry","毛皮似的； 盖着毛皮的； 生苔的","control","0.2","keyword rule did not produce a confident match"
"cranial","头盖骨的， 颅骨的","time","0.2","keyword rule did not produce a confident match"
"anomie","社会道德沦丧， 失范； 混乱","economy","0.2","keyword rule did not produce a confident match"
"chlorine","氯","cognition","0.2","keyword rule did not produce a confident match"
"silicate","硅酸盐","judgment","0.2","keyword rule did not produce a confident match"
"mesmerize","施催眠术； 使入迷， 迷住","action","0.2","keyword rule did not produce a confident match"
"recoil","弹回；后退，退缩；产生后坐力 | 后退， 退缩； 反冲， 后坐力 | 反冲","relation","0.2","keyword rule did not produce a confident match"
"primate","灵长类， 灵长目动物； 大主教","time","0.2","keyword rule did not produce a confident match"
"wispy","成束的； 纤细的","society","0.2","keyword rule did not produce a confident match"
"colonize","聚居于， 大批生长于； 开拓殖民地， 移居于","change","0.2","keyword rule did not produce a confident match"
"mythology","神话； 神话学； 虚幻的想法 | 神话学","society","0.2","keyword rule did not produce a confident match"
"bagel","硬面包圈","change","0.2","keyword rule did not produce a confident match"
"falcon","猎鹰， 隼","change","0.2","keyword rule did not produce a confident match"
"psychoanalysis","心理分析， 精神分析","judgment","0.2","keyword rule did not produce a confident match"
"bilingualism","双语现象","society","0.2","keyword rule did not produce a confident match"
"emergent","突现的； 新兴的； 紧急的 | 突现的； 意外的； 紧急的","change","0.2","keyword rule did not produce a confident match"
"funding","基金， 资金； 提供资金","change","0.2","keyword rule did not produce a confident match"
"adversary","对手， 敌手 | 敌手，对手","action","0.2","keyword rule did not produce a confident match"
"infest","大批滋生， 大批出没于 | 扰乱， 骚扰","expression","0.2","keyword rule did not produce a confident match"
"satiric","讽刺的， 嘲讽的","state","0.2","keyword rule did not produce a confident match"
"crumple","变皱， 起皱； 破裂； 崩溃， 垮台 | 弄皱","control","0.2","keyword rule did not produce a confident match"
"oasis","绿洲； 避风港","change","0.2","keyword rule did not produce a confident match"
"shrivel","枯萎 | 起皱纹； 失效","economy","0.2","keyword rule did not produce a confident match"
"encrust","在表面形成硬壳， 结壳； 用…装饰外层","control","0.2","keyword rule did not produce a confident match"
"upsurge","高涨； 激增","quantity","0.2","keyword rule did not produce a confident match"
"audible","听得见的","judgment","0.2","keyword rule did not produce a confident match"
"exhort","劝告， 规劝， 告诫 | v.力劝，勉励 | 敦促，力劝：urge strong","judgment","0.2","keyword rule did not produce a confident match"
"checked","格子花纹的； 棋盘状的","change","0.2","keyword rule did not produce a confident match"
"ambush","埋伏， 伏击 | 埋伏 | 埋伏；伏兵","control","0.2","keyword rule did not produce a confident match"
"quadruple","成四倍 | 四部分组成的；四倍的 | 四倍","state","0.2","keyword rule did not produce a confident match"
"adept","行家， 熟手","time","0.2","keyword rule did not produce a confident match"
"nimble","敏捷的， 灵活的 | 敏捷的， 灵巧的 | 敏捷的；聪明的；敏感的","state","0.2","keyword rule did not produce a confident match"
"fervor","热情， 热烈 | 热情， 热烈； 炽热 | n.热诚，热心","cognition","0.2","keyword rule did not produce a confident match"
"condiment","调味品","expression","0.2","keyword rule did not produce a confident match"
"certitude","确定， 确信； 必然性 | n.确定无疑 | 确定无疑：certain","economy","0.2","keyword rule did not produce a confident match"
"overrun","超过，溢出；泛滥；横行 | 泛滥； 超出的部分 | 超过； 泛滥","action","0.2","keyword rule did not produce a confident match"
