word,meanings,meaningsByBook,usphone,ukphone,bookIds,semanticDomainId,semanticPath,semanticConfidence,reviewRequired
"ineluctable","a.不能逃避的 | 无法逃避的，必然的：not to be avoided | 无法逃避的，必然的","{""gre1500"":[""a.不能逃避的"",""无法逃避的，必然的：not to be avoided""],""gre3000"":[""无法逃避的，必然的""]}","ˌɪnɪˈlʌktəbl","ˌɪnɪˈlʌktəbl","gre1500 | gre3000","society","社会与个体 › 社会·群体·个体 › ineluctable","0.2","true"
"finicky","a.苛求的，过分讲究的 | 过分讲究的，挑剔的：extremely meticulous | 过分讲究的，挑剔的","{""gre1500"":[""a.苛求的，过分讲究的"",""过分讲究的，挑剔的：extremely meticulous""],""gre3000"":[""过分讲究的，挑剔的""]}","ˈfɪnɪki","ˈfɪnɪkɪ","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › finicky","0.2","true"
"sanctify","v.使神圣 | 使神圣，将...敬为神：make holy | 使神圣，将…敬为神","{""gre1500"":[""v.使神圣"",""使神圣，将...敬为神：make holy""],""gre3000"":[""使神圣，将…敬为神""]}","ˈsæŋktɪfaɪ","ˈsæŋ(k)tɪfaɪ","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › sanctify","0.67","false"
"feckless","a.无目标无计划的 | 无成果的，没有价值的：having no worth；粗心不负责任的：careless | 无成果的，没有价值的；粗心不负责任的","{""gre1500"":[""a.无目标无计划的"",""无成果的，没有价值的：having no worth；粗心不负责任的：careless""],""gre3000"":[""无成果的，没有价值的；粗心不负责任的""]}","ˈfekləs","ˈfekləs","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › feckless","0.67","false"
"savant","n.博学之士，大学士 | 博学之士，学者：learning | 博学之士，学者","{""gre1500"":[""n.博学之士，大学士"",""博学之士，学者：learning""],""gre3000"":[""博学之士，学者""]}","sæˈvɑːnt","ˈsævənt","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › savant","0.67","false"
"exult","v.欢腾，喜悦 | 感到欢喜：rejoice | 感到欢喜","{""gre1500"":[""v.欢腾，喜悦"",""感到欢喜：rejoice""],""gre3000"":[""感到欢喜""]}","ɪɡˈzʌlt","ɪgˈzʌlt","gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › exult","0.2","true"
"stricture","n.严厉谴责；束缚 | 责难，批评：criticism | 责难，批评","{""gre1500"":[""n.严厉谴责；束缚"",""责难，批评：criticism""],""gre3000"":[""责难，批评""]}","ˈstrɪktʃər","ˈstrɪktʃə(r)","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › stricture","0.2","true"
"demote","v.降级，降职 | 降职，降级：a lower grade | 降职，降级","{""gre1500"":[""v.降级，降职"",""降职，降级：a lower grade""],""gre3000"":[""降职，降级""]}","ˌdiːˈmoʊt","ˌdiːˈməʊt","gre1500 | gre3000","relation","因果与关系 › 原因·结果·连接 › demote","0.2","true"
"coop","n.(鸡)笼，栏 | 监禁，困于…之中：confine | 监禁，困于…之中","{""gre1500"":[""n.(鸡)笼，栏"",""监禁，困于…之中：confine""],""gre3000"":[""监禁，困于…之中""]}","kuːp","kuːp","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › coop","0.2","true"
"meek","a.温顺的，顺服的 | 谦恭的：humility；顺从的：submissive | 顺从的","{""gre1500"":[""a.温顺的，顺服的"",""谦恭的：humility；顺从的：submissive""],""gre3000"":[""顺从的""]}","mik","miːk","gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › meek","0.2","true"
"lurch","n.突然向前或旁边倒；v.蹒跚而行 | 蹒跚：swaying | 蹒跚","{""gre1500"":[""n.突然向前或旁边倒；v.蹒跚而行"",""蹒跚：swaying""],""gre3000"":[""蹒跚""]}","lɜːtʃ","lɜːtʃ","gre1500 | gre3000","relation","因果与关系 › 原因·结果·连接 › lurch","0.2","true"
"hale","a.健壮的，矍铄的 | 强壮的，健壮的：free from infirmity or illness；拖，拉：cause to follow | 强壮的，健壮的","{""gre1500"":[""a.健壮的，矍铄的"",""强壮的，健壮的：free from infirmity or illness；拖，拉：cause to follow""],""gre3000"":[""强壮的，健壮的""]}","heɪl","heɪl","gre1500 | gre3000","relation","因果与关系 › 原因·结果·连接 › hale","0.67","false"
"slur","v.含糊不清地讲 | 耻辱：mark of guilt；含糊地发音：indistinctly；疏忽，忽略：without due, consideration | 耻辱；疏忽，忽略","{""gre1500"":[""v.含糊不清地讲"",""耻辱：mark of guilt；含糊地发音：indistinctly；疏忽，忽略：without due, consideration""],""gre3000"":[""耻辱；疏忽，忽略""]}","slɝ","slɜː","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › slur","0.67","false"
"telling","a.有效的，显著的 | 禁酒：abstinence alcoholic | 有效的，显著的","{""gre1500"":[""a.有效的，显著的"",""禁酒：abstinence alcoholic""],""gre3000"":[""有效的，显著的""]}","ˈtɛlɪŋ","ˈtelɪŋ","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › telling","0.67","false"
"mirth","n.欢乐，欢笑 | 欢乐，欢笑：gladness laughter | 欢乐，欢笑","{""gre1500"":[""n.欢乐，欢笑"",""欢乐，欢笑：gladness laughter""],""gre3000"":[""欢乐，欢笑""]}","mɜːθ","mɜːθ","gre1500 | gre3000","society","社会与个体 › 社会·群体·个体 › mirth","0.2","true"
"mince","v.切碎；小步走路 | 切碎：small pieces；小步走：short steps","{""gre1500"":[""v.切碎；小步走路"",""切碎：small pieces；小步走：short steps""]}","","","gre1500","society","社会与个体 › 社会·群体·个体 › mince","0.2","true"
"bigot","n.(宗教、政治等的)盲信者；心胸狭窄者 | 固执己见者，有偏见的人：obstinately devoted | 固执己见者，有偏见的人","{""gre1500"":[""n.(宗教、政治等的)盲信者；心胸狭窄者"",""固执己见者，有偏见的人：obstinately devoted""],""gre3000"":[""固执己见者，有偏见的人""]}","ˈbɪɡət","ˈbɪɡət","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › bigot","0.2","true"
"dandy","n.花花公子，好打扮的人 | 纨绔子弟，爱打扮的人：appearance；最佳的，最好的：very best kind | 纨绔子弟，爱打扮的人","{""gre1500"":[""n.花花公子，好打扮的人"",""纨绔子弟，爱打扮的人：appearance；最佳的，最好的：very best kind""],""gre3000"":[""纨绔子弟，爱打扮的人""]}","ˈdændi","ˈdændɪ","gre1500 | gre3000","state","状态与存在 › 状态·属性·存在 › dandy","0.67","false"
"inimitable","a.无法仿效的，不可比拟的 | 无法效仿的，独特的：not imitated | 无法仿效的，独特的","{""gre1500"":[""a.无法仿效的，不可比拟的"",""无法效仿的，独特的：not imitated""],""gre3000"":[""无法仿效的，独特的""]}","ɪˈnɪmɪtəbl","ɪˈnɪmɪtəbl","gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › inimitable","0.2","true"
"conversant","a.精通的，熟知的 | 熟悉的：familiar | 熟悉的","{""gre1500"":[""a.精通的，熟知的"",""熟悉的：familiar""],""gre3000"":[""熟悉的""]}","kənˈvɜːrsnt","kənˈvɜːsnt","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › conversant","0.2","true"
"euphoria","n.幸福愉快感 | 感觉极其愉快：overwhelming usually pleasurable | 感觉极其愉快","{""gre1500"":[""n.幸福愉快感"",""感觉极其愉快：overwhelming usually pleasurable""],""gre3000"":[""感觉极其愉快""]}","juːˈfɔːriə","juːˈfɔːriə","gre1500 | gre3000","economy","经济与资源 › 经济·工作·资源 › euphoria","0.2","true"
"veer","v.转向，改变(话题等) | （使）转向，（使）改变航线：change direction | (使)转向，(使)改变航线","{""gre1500"":[""v.转向，改变(话题等)"",""（使）转向，（使）改变航线：change direction""],""gre3000"":[""(使)转向，(使)改变航线""]}","vɪr","vɪə","gre1500 | gre3000","change","变化与发展 › 变化·增长·演进 › veer","0.67","false"
"cede","v.割让(土地权利)，放弃 | （根据条约）放弃，割让：surrender possession of | (根据条约)放弃，割让","{""gre1500"":[""v.割让(土地权利)，放弃"",""（根据条约）放弃，割让：surrender possession of""],""gre3000"":[""(根据条约)放弃，割让""],""bec2"":[""放弃；割让（领土）""]}","sid","siːd","gre1500 | gre3000 | bec2","time","时间与过程 › 时间·顺序·过程 › cede","0.67","false"
"dapper","a.整洁漂亮的；动作敏捷的 | 衣冠整洁的：strikingly neat and trim | 衣冠整洁的","{""gre1500"":[""a.整洁漂亮的；动作敏捷的"",""衣冠整洁的：strikingly neat and trim""],""gre3000"":[""衣冠整洁的""]}","ˈdæpər","ˈdæpə(r)","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › dapper","0.2","true"
"dire","a.可怕的 | 不吉利的，不详的：calamity；可怕的，恐怖的：fear；迫切的：immediate, urgent；悲惨的：lacking cheer | 可怕的，恐怖的；迫切的","{""gre1500"":[""a.可怕的"",""不吉利的，不详的：calamity；可怕的，恐怖的：fear；迫切的：immediate, urgent；悲惨的：lacking cheer""],""gre3000"":[""可怕的，恐怖的；迫切的""]}","ˈdaɪər","ˈdaɪə(r)","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › dire","0.2","true"
"mesh","v.用网捕捉；齿合 | 诱捕：catch | 诱捕","{""gre1500"":[""v.用网捕捉；齿合"",""诱捕：catch""],""gre3000"":[""诱捕""]}","mɛʃ","meʃ","gre1500 | gre3000","economy","经济与资源 › 经济·工作·资源 › mesh","0.2","true"
"retribution","n.报应，惩罚 | 报酬，报应：reward or punishment | 报偿，报应","{""gre1500"":[""n.报应，惩罚"",""报酬，报应：reward or punishment""],""gre3000"":[""报偿，报应""]}","ˌrɛtrɪˈbjuʃən","retrɪˈbjuːʃ(ə)n","gre1500 | gre3000","state","状态与存在 › 状态·属性·存在 › retribution","0.2","true"
"hermetic","a.密封的；深奥的 | 深奥的：abstruseness | 深奥的","{""gre1500"":[""a.密封的；深奥的"",""深奥的：abstruseness""],""gre3000"":[""深奥的""]}","hɜːˈmɛtɪk","hɜːˈmetɪk","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › hermetic","0.67","false"
"foolproof","a.容易懂的，简易而不会误用的 | 十分简单以至于不会失败的：leave no opportunity for error, misuse or failure | 十分简单以至于不会失败的","{""gre1500"":[""a.容易懂的，简易而不会误用的"",""十分简单以至于不会失败的：leave no opportunity for error, misuse or failure""],""gre3000"":[""十分简单以至于不会失败的""],""bec2"":[""十分简单的；十分安全的；不会错的"",""极简单；安全自锁装置""]}","ˈfulpruf","ˈfuːlpruːf","gre1500 | gre3000 | bec2","action","行动与选择 › 行动·选择·执行 › foolproof","0.67","false"
"renegade","n.叛教者，叛徒 | 背教者，叛徒：rejects allegiance | 背教者，叛徒","{""gre1500"":[""n.叛教者，叛徒"",""背教者，叛徒：rejects allegiance""],""gre3000"":[""背教者，叛徒""]}","ˈrenɪɡeɪd","ˈrenɪɡeɪd","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › renegade","0.2","true"
"headlong","adj./adv.轻率的(地)，迅猛的(地) | 鲁莽的：without deliberation | 鲁莽的，草率的","{""gre1500"":[""adj./adv.轻率的(地)，迅猛的(地)"",""鲁莽的：without deliberation""],""gre3000"":[""鲁莽的，草率的""]}","ˈhɛdlɔŋ","ˈhedlɒŋ","gre1500 | gre3000","judgment","判断与评价 › 判断·价值·评价 › headlong","0.2","true"
"whiff","v./n.轻吹，轻风 | 微风：slight gust；细微的信号，轻微痕迹：imperceptible sign","{""gre1500"":[""v./n.轻吹，轻风"",""微风：slight gust；细微的信号，轻微痕迹：imperceptible sign""]}","","","gre1500","control","控制与影响 › 控制·管理·影响 › whiff","0.2","true"
"corrugated","a.起皱纹的 | 褶皱的：folds | 褶皱的","{""gre1500"":[""a.起皱纹的"",""褶皱的：folds""],""gre3000"":[""褶皱的""]}","ˈkɔːrəɡeɪtɪd","ˈkɒrəɡeɪtɪd","gre1500 | gre3000","control","控制与影响 › 控制·管理·影响 › corrugated","0.2","true"
"squall","n.短暂、突然且猛烈的风暴；短暂的骚动 | （通常伴随雨或雪的）风暴，暴风雪，暴风雨：violent windstorm；尖叫：scream | 尖叫","{""gre1500"":[""n.短暂、突然且猛烈的风暴；短暂的骚动"",""（通常伴随雨或雪的）风暴，暴风雪，暴风雨：violent windstorm；尖叫：scream""],""gre3000"":[""尖叫""]}","skwɔl","skwɔːl","gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › squall","0.2","true"
"fetter","n./v.(带)脚镣；束缚 | 枷锁，限制：limits one’s freedom；束缚：restrain from motion | 束缚","{""gre1500"":[""n./v.(带)脚镣；束缚"",""枷锁，限制：limits one’s freedom；束缚：restrain from motion""],""gre3000"":[""束缚""]}","ˈfɛtə","ˈfetə","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › fetter","0.67","false"
"quaver","v.发颤音，颤抖；n.颤音 | 发颤音：quivering voice","{""gre1500"":[""v.发颤音，颤抖；n.颤音"",""发颤音：quivering voice""]}","","","gre1500","expression","表达与观点 › 语言·观点·交流 › quaver","0.67","false"
"cleave","v.劈开；分裂 | 紧贴，坚持：adhere；分隔，割裂，劈开：divide | 紧贴，坚持；分隔，割裂，劈开","{""gre1500"":[""v.劈开；分裂"",""紧贴，坚持：adhere；分隔，割裂，劈开：divide""],""gre3000"":[""紧贴，坚持；分隔，割裂，劈开""]}","kliːv","kliːv","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › cleave","0.2","true"
"interminable","a.无尽头的 | 无尽头的：no end | 无尽头的","{""gre1500"":[""a.无尽头的"",""无尽头的：no end""],""gre3000"":[""无尽头的""]}","ɪnˈtɜːrmɪnəbl","ɪnˈtɜːmɪnəbl","gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › interminable","0.67","false"
"ingratiating","a.讨好的，谄媚的 | 讨人喜欢的：winning favor；逢迎的，意在奉承的：gain favor | 讨人喜欢的；逢迎的，意在奉承的","{""gre1500"":[""a.讨好的，谄媚的"",""讨人喜欢的：winning favor；逢迎的，意在奉承的：gain favor""],""gre3000"":[""讨人喜欢的；逢迎的，意在奉承的""]}","ɪnˈɡreɪʃieɪtɪŋ","ɪnˈɡreɪʃieɪtɪŋ","gre1500 | gre3000","economy","经济与资源 › 经济·工作·资源 › ingratiating","0.2","true"
"surly","a.脾气暴躁的；阴沉的 | 脾气不好的：churlish in mood | 脾气不好的","{""gre1500"":[""a.脾气暴躁的；阴沉的"",""脾气不好的：churlish in mood""],""gre3000"":[""脾气不好的""]}","ˈsɜːrli","ˈsɜːli","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › surly","0.2","true"
"baroque","n./a.(艺术、建筑等)过分雕琢(的) | 装饰华丽的，过分雕琢的，复杂的：extravagance, complexity, flamboyance； （程度上）过分的：beyond, limit | 复杂，装饰华丽的","{""gre1500"":[""n./a.(艺术、建筑等)过分雕琢(的)"",""装饰华丽的，过分雕琢的，复杂的：extravagance, complexity, flamboyance； （程度上）过分的：beyond, limit""],""gre3000"":[""复杂，装饰华丽的""]}","bəˈroʊk","bəˈrɒk","gre1500 | gre3000","state","状态与存在 › 状态·属性·存在 › baroque","0.2","true"
"disjunctive","a.分离的，相反的 | 分离的：breaks disunity | 分离的","{""gre1500"":[""a.分离的，相反的"",""分离的：breaks disunity""],""gre3000"":[""分离的""]}","dɪsˈdʒʌŋktɪv","dɪsˈdʒʌŋktɪv","gre1500 | gre3000","control","控制与影响 › 控制·管理·影响 › disjunctive","0.2","true"
"interlock","v.连锁，连串 | 连锁，连结：joined closely | 连锁，连结","{""gre1500"":[""v.连锁，连串"",""连锁，连结：joined closely""],""gre3000"":[""连锁，连结""]}","ˌɪntərˈlɑːk","ˌɪntəˈlɒk","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › interlock","0.2","true"
"dingy","a.肮脏的；褪色的 | 昏暗的；肮脏的：darkened, dirty | 昏暗的；肮脏的","{""gre1500"":[""a.肮脏的；褪色的"",""昏暗的；肮脏的：darkened, dirty""],""gre3000"":[""昏暗的；肮脏的""]}","ˈdɪndʒi","ˈdɪn(d)ʒɪ","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › dingy","0.2","true"
"reprove","v.责骂，申斥 | 温和地责备，警告：scold gently；不欣赏，不喜欢：unfavorable opinion | 温和地责备，警告","{""gre1500"":[""v.责骂，申斥"",""温和地责备，警告：scold gently；不欣赏，不喜欢：unfavorable opinion""],""gre3000"":[""温和地责备，警告""]}","rɪˈpruːv","rɪˈpruːv","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › reprove","0.67","false"
"shoal","n.浅滩，浅水处；一群(鱼等)；a.水浅的 | 浅的：little depth | 浅的","{""gre1500"":[""n.浅滩，浅水处；一群(鱼等)；a.水浅的"",""浅的：little depth""],""gre3000"":[""浅的""]}","ʃol","ʃəʊl","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › shoal","0.67","false"
"dawdle","v.闲荡，虚度 | 闲荡，虚度光阴：spend time idly；拖拖拉拉：slowly | 拖拖拉拉","{""gre1500"":[""v.闲荡，虚度"",""闲荡，虚度光阴：spend time idly；拖拖拉拉：slowly""],""gre3000"":[""拖拖拉拉""]}","ˈdɔːdl","ˈdɔːdl","gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › dawdle","0.79","false"
"teeter","v.摇摆，踌躇 | 蹒跚，不稳定地行走：unsteadily；犹豫不决：uncertainty | 蹒跚，不稳定地行走；犹豫不决","{""gre1500"":[""v.摇摆，踌躇"",""蹒跚，不稳定地行走：unsteadily；犹豫不决：uncertainty""],""gre3000"":[""蹒跚，不稳定地行走；犹豫不决""]}","ˈtiːtər","ˈtiːtə(r)","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › teeter","0.2","true"
"defile","v.弄污，弄脏；n.(山间)小道 | （山间）小道：a narrow passage；亵渎：treat with great disrespect；使腐坏，污损：make unfit for use","{""gre1500"":[""v.弄污，弄脏；n.(山间)小道"",""（山间）小道：a narrow passage；亵渎：treat with great disrespect；使腐坏，污损：make unfit for use""]}","","","gre1500","action","行动与选择 › 行动·选择·执行 › defile","0.79","false"
"imposing","a.壮丽的，雄伟的 | 恳求，迫切请求：urgent manner | 宏伟壮丽的","{""gre1500"":[""a.壮丽的，雄伟的"",""恳求，迫切请求：urgent manner""],""gre3000"":[""宏伟壮丽的""]}","ɪmˈpozɪŋ","ɪmˈpəʊzɪŋ","gre1500 | gre3000","judgment","判断与评价 › 判断·价值·评价 › imposing","0.2","true"
"decorum","n.礼节，礼貌 | 礼仪，得体：appropriateness, propriety","{""gre1500"":[""n.礼节，礼貌"",""礼仪，得体：appropriateness, propriety""]}","","","gre1500","state","状态与存在 › 状态·属性·存在 › decorum","0.2","true"
"categorical","a.无条件的，绝对的；分类的 | 没有例外的，无条件限制的，绝对的：without, qualification, absolute | 没有例外的；绝对的","{""gre1500"":[""a.无条件的，绝对的；分类的"",""没有例外的，无条件限制的，绝对的：without, qualification, absolute""],""gre3000"":[""没有例外的；绝对的""]}","ˌkætəˈɡɔːrɪkl","ˌkætəˈɡɒrɪkl","gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › categorical","0.2","true"
"lurk","v.潜伏，埋伏 | 潜伏：lie in wait | 潜伏","{""gre1500"":[""v.潜伏，埋伏"",""潜伏：lie in wait""],""gre3000"":[""潜伏""]}","lɜːk","lɜːk","gre1500 | gre3000","relation","因果与关系 › 原因·结果·连接 › lurk","0.2","true"
"loll","v.懒洋洋地坐或卧 | 懒洋洋地行动：lazy；偷懒，打发时间：doing nothing | 偷懒，打发时间","{""gre1500"":[""v.懒洋洋地坐或卧"",""懒洋洋地行动：lazy；偷懒，打发时间：doing nothing""],""gre3000"":[""偷懒，打发时间""]}","lɑl","lɒl","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › loll","0.67","false"
"polemic","n.争论，论战 | 争执：argument | 争执","{""gre1500"":[""n.争论，论战"",""争执：argument""],""gre3000"":[""争执""]}","pəˈlemɪk","pəˈlemɪk","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › polemic","0.2","true"
"rend","v.撕裂；猛拉 | 撕裂，猛拉：tear or split apart | 撕裂，猛拉","{""gre1500"":[""v.撕裂；猛拉"",""撕裂，猛拉：tear or split apart""],""gre3000"":[""撕裂，猛拉""]}","rɛnd","rend","gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › rend","0.67","false"
"deify","v.奉为神；崇拜 | 把…当作神来崇拜：offer honor or respect to；过分喜爱：love or admire；尊敬，尊崇：high status or value to | 尊崇，尊敬","{""gre1500"":[""v.奉为神；崇拜"",""把…当作神来崇拜：offer honor or respect to；过分喜爱：love or admire；尊敬，尊崇：high status or value to""],""gre3000"":[""尊崇，尊敬""]}","ˈdeɪɪfaɪ","ˈdeɪɪfaɪ","gre1500 | gre3000","judgment","判断与评价 › 判断·价值·评价 › deify","0.67","false"
"methodical","a.细心的，有条不紊的 | 井然有序的，有条理的：systematic order | 井然有序的，有条理的","{""gre1500"":[""a.细心的，有条不紊的"",""井然有序的，有条理的：systematic order""],""gre3000"":[""井然有序的，有条理的""]}","məˈθɑdɪkl","mɪˈθɒdɪk(ə)l","gre1500 | gre3000","judgment","判断与评价 › 判断·价值·评价 › methodical","0.2","true"
"irreducible","a.不能约的 | （数）不可约分的：incapable factored","{""gre1500"":[""a.不能约的"",""（数）不可约分的：incapable factored""]}","","","gre1500","action","行动与选择 › 行动·选择·执行 › irreducible","0.67","false"
"impostor","n.冒充者，骗子 | 冒充者：assumes false identity | 冒充者，骗子","{""gre1500"":[""n.冒充者，骗子"",""冒充者：assumes false identity""],""gre3000"":[""冒充者，骗子""]}","ɪmˈpɑːstər","ɪmˈpɒstə(r)","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › impostor","0.2","true"
"tether","v.用绳或链拴住(牲畜)；n.(拴牲畜的)绳或链；限度，范围 | （用绳、铁链）拴系、束缚：fasten, restrain；能力或忍耐力的极限：limit | (用绳、铁链)栓系，束缚","{""gre1500"":[""v.用绳或链拴住(牲畜)；n.(拴牲畜的)绳或链；限度，范围"",""（用绳、铁链）拴系、束缚：fasten, restrain；能力或忍耐力的极限：limit""],""gre3000"":[""(用绳、铁链)栓系，束缚""]}","ˈtɛðɚ","ˈteðə","gre1500 | gre3000","control","控制与影响 › 控制·管理·影响 › tether","0.2","true"
"waddle","v.(鸭子等)摇摇摆摆地走 | 摇摇摆摆地走:tilt the body from side to side | 摇摇摆摆地走","{""gre1500"":[""v.(鸭子等)摇摇摆摆地走"",""摇摇摆摆地走:tilt the body from side to side""],""gre3000"":[""摇摇摆摆地走""]}","ˈwɑdl","ˈwɒd(ə)l","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › waddle","0.2","true"
"mumble","v.咕哝，含糊不清地说 | 说话含糊：utter confused | 说话含糊","{""gre1500"":[""v.咕哝，含糊不清地说"",""说话含糊：utter confused""],""gre3000"":[""说话含糊""]}","ˈmʌmbl","ˈmʌmb(ə)l","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › mumble","0.67","false"
"sentinel","n.哨兵，卫兵 | 哨兵，看守：watches over","{""gre1500"":[""n.哨兵，卫兵"",""哨兵，看守：watches over""]}","","","gre1500","relation","因果与关系 › 原因·结果·连接 › sentinel","0.2","true"
"unremitting","a.不间断的，持续的 | 连续不断的：without any interruptions | 连续不断的","{""gre1500"":[""a.不间断的，持续的"",""连续不断的：without any interruptions""],""gre3000"":[""连续不断的""]}","ˌʌnrɪˈmɪtɪŋ","ˌʌnrɪˈmɪtɪŋ","gre1500 | gre3000","judgment","判断与评价 › 判断·价值·评价 › unremitting","0.2","true"
"collude","v.串通，共谋 | 串通，共谋（做坏事）：together secretly, fraudulent, deceitful, conspire | 串通，共谋(做坏事)","{""gre1500"":[""v.串通，共谋"",""串通，共谋（做坏事）：together secretly, fraudulent, deceitful, conspire""],""gre3000"":[""串通，共谋(做坏事)""]}","kəˈluːd","kəˈluːd","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › collude","0.2","true"
"daredevil","a./n.胆大的(人)，冒失的(人) | 大胆鲁莽的（人）：foolishly；不考虑后果的：a lack of concern for the consequence | 大胆鲁莽的(人)","{""gre1500"":[""a./n.胆大的(人)，冒失的(人)"",""大胆鲁莽的（人）：foolishly；不考虑后果的：a lack of concern for the consequence""],""gre3000"":[""大胆鲁莽的(人)""]}","ˈderdevl","ˈdeədevl","gre1500 | gre3000","relation","因果与关系 › 原因·结果·连接 › daredevil","0.67","false"
"mire","n.泥沼；困境；v.使…陷入困境 | 困境：difficult situation；使陷入困境，拖后腿：hold back | 困境；使陷入困境，拖后腿","{""gre1500"":[""n.泥沼；困境；v.使…陷入困境"",""困境：difficult situation；使陷入困境，拖后腿：hold back""],""gre3000"":[""困境；使陷入困境，拖后腿""]}","ˈmaɪə","maɪə","gre1500 | gre3000","economy","经济与资源 › 经济·工作·资源 › mire","0.2","true"
"drab","a.枯黄色的；无聊的 | 单调的，无聊的：dullness and monotony | 单调的，无聊的","{""gre1500"":[""a.枯黄色的；无聊的"",""单调的，无聊的：dullness and monotony""],""gre3000"":[""单调的，无聊的""]}","dræb","dræb","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › drab","0.2","true"
"ruffle","v.弄皱；激怒；n.皱边(装饰衣服) | 皱褶，褶裥花边：strip edge；使粗糙：destroy smoothness；扰乱，打扰：disturb | 使粗糙；扰乱，打扰","{""gre1500"":[""v.弄皱；激怒；n.皱边(装饰衣服)"",""皱褶，褶裥花边：strip edge；使粗糙：destroy smoothness；扰乱，打扰：disturb""],""gre3000"":[""使粗糙；扰乱，打扰""]}","ˈrʌfl","ˈrʌf(ə)l","gre1500 | gre3000","society","社会与个体 › 社会·群体·个体 › ruffle","0.2","true"
"hidebound","a.顽固的，心胸狭窄的 | 死板的，极度保守的：tending to favor | 死板的，极度保守的","{""gre1500"":[""a.顽固的，心胸狭窄的"",""死板的，极度保守的：tending to favor""],""gre3000"":[""死板的，极度保守的""]}","ˈhaɪdbaʊnd","ˈhaɪdbaʊnd","gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › hidebound","0.67","false"
"sabotage","n.阴谋破坏，颠覆活动 | 妨害，破坏：hinder a cause；从事破坏活动，阻止：practice sabotage | 妨害，破坏；从事破坏活动","{""gre1500"":[""n.阴谋破坏，颠覆活动"",""妨害，破坏：hinder a cause；从事破坏活动，阻止：practice sabotage""],""gre3000"":[""妨害，破坏；从事破坏活动""]}","ˌsæbəˈtɑʒ","ˈsæbətɑːʒ","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › sabotage","0.79","false"
"amalgamate","v.合并；混合 | 合并，混合：combine, unified, unite | 合并，混合","{""gre1500"":[""v.合并；混合"",""合并，混合：combine, unified, unite""],""gre3000"":[""合并，混合""],""bec2"":[""合并；汞齐化；调制汞合金""]}","əˈmælɡəmet","əˈmælgəmeɪt","gre1500 | gre3000 | bec2","relation","因果与关系 › 原因·结果·连接 › amalgamate","0.2","true"
"untold","a.无数的，数不清的 | 数不清的，无数的：numerous | 数不清的","{""gre1500"":[""a.无数的，数不清的"",""数不清的，无数的：numerous""],""gre3000"":[""数不清的""]}","ˌʌnˈtold","ʌnˈtəʊld","gre1500 | gre3000","relation","因果与关系 › 原因·结果·连接 › untold","0.2","true"
"spleen","n.怨怒 | 怒气，怨恨：anger or ill will | 怒气，怨恨","{""gre1500"":[""n.怨怒"",""怒气，怨恨：anger or ill will""],""gre3000"":[""怒气，怨恨""]}","splin","spliːn","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › spleen","0.2","true"
